// This file gets written by Divinity - don't put any comments here.
// All comments or entries with syntax errors will be erased!


ExtraAnim 26856,1552,0,500,7,400,1,geyser2,118
ExtraAnim 23822,2955,0,500,7,400,1,geyser2,118
ExtraAnim 25252,2165,0,504,7,0,1,spider3,0
ExtraAnim 25356,2159,0,503,7,0,1,spider2,0
ExtraAnim 25333,2164,0,502,7,0,1,spider1,0
ExtraAnim 25417,2137,0,502,7,0,1,spider1,0
ExtraAnim 25291,2130,0,503,7,0,1,spider2,0
ExtraAnim 25205,2163,0,503,7,0,1,spider2,0
ExtraAnim 25179,2167,0,504,7,0,1,spider3,0
ExtraAnim 25491,2116,0,504,7,0,1,spider3,0
ExtraAnim 25200,2183,0,504,7,0,1,spider3,0
ExtraAnim 26387,2077,0,504,7,0,1,spider3,0
ExtraAnim 30895,2868,0,503,7,0,1,spider2,0
ExtraAnim 30853,2839,0,502,7,0,1,spider1,0
ExtraAnim 27886,2988,0,500,7,400,1,geyser2,118
ExtraAnim 27547,3015,0,499,7,400,1,geyser1,117
ExtraAnim 26533,2891,0,500,7,400,1,geyser2,118
ExtraAnim 24632,2607,0,502,7,0,1,spider1,0
ExtraAnim 24600,2616,0,503,7,0,1,spider2,0
ExtraAnim 24588,2603,0,504,7,0,1,spider3,0
ExtraAnim 22955,2935,0,500,7,400,1,geyser2,118
ExtraAnim 24206,3156,0,499,7,400,1,geyser1,117
ExtraAnim 30542,3259,0,500,7,400,1,geyser2,118
ExtraAnim 31028,3539,0,499,7,400,1,geyser1,117
ExtraAnim 27105,3537,0,500,7,400,1,geyser2,118
ExtraAnim 28820,3861,0,502,7,0,1,spider1,0
ExtraAnim 28830,3869,0,503,7,0,1,spider2,0
ExtraAnim 28855,3852,0,504,7,0,1,spider3,0
ExtraAnim 28841,3849,0,502,7,0,1,spider1,0
ExtraAnim 23812,3818,0,502,7,0,1,spider1,0
ExtraAnim 23824,3824,0,503,7,0,1,spider2,0
ExtraAnim 23854,3806,0,504,7,0,1,spider3,0
ExtraAnim 23846,3787,0,502,7,0,1,spider1,0
ExtraAnim 26934,4048,0,499,7,400,1,geyser1,117
ExtraAnim 30521,4006,0,500,7,400,1,geyser2,118
ExtraAnim 29938,4286,0,499,7,400,1,geyser1,117
ExtraAnim 27524,4796,0,502,7,0,1,spider1,0
ExtraAnim 27551,4812,0,503,7,0,1,spider2,0
ExtraAnim 27630,4873,0,504,7,0,1,spider3,0
ExtraAnim 27647,4850,0,503,7,0,1,spider2,0
ExtraAnim 27018,4519,0,501,7,900,1,lava,119
ExtraAnim 27006,4535,0,501,7,900,1,lava,119
ExtraAnim 24435,4738,0,500,7,400,1,geyser2,118
ExtraAnim 24552,4833,0,499,7,400,1,geyser1,117
ExtraAnim 23135,4219,0,504,7,0,1,spider3,0
ExtraAnim 23107,4218,0,503,7,0,1,spider2,0
ExtraAnim 23086,4240,0,502,7,0,1,spider1,0
ExtraAnim 23045,4203,0,503,7,0,1,spider2,0
ExtraAnim 23077,4146,0,502,7,0,1,spider1,0
ExtraAnim 22729,4204,0,504,7,0,1,spider3,0
ExtraAnim 23126,4182,0,503,7,0,1,spider2,0
ExtraAnim 26288,4949,0,502,7,0,1,spider1,0
ExtraAnim 26260,4932,0,503,7,0,1,spider2,0
ExtraAnim 26334,4992,0,504,7,0,1,spider3,0
ExtraAnim 26316,4980,0,502,7,0,1,spider1,0
ExtraAnim 31133,4900,0,501,7,900,1,lava,119
ExtraAnim 24677,5260,0,501,7,900,1,lava,119
ExtraAnim 29226,5338,0,500,7,400,1,geyser2,118
ExtraAnim 24204,1183,0,501,7,900,1,lava,119
ExtraAnim 29924,2636,0,501,7,900,1,lava,119
ExtraAnim 24292,1152,0,501,7,900,1,lava,119
ExtraAnim 24030,952,0,501,7,900,1,lava,119
ExtraAnim 26060,1262,0,500,7,400,1,geyser2,118
ExtraAnim 26146,1387,0,497,7,0,1,bonefire,115
ExtraAnim 24530,1750,0,498,7,0,1,funnel,116
ExtraAnim 27516,1906,0,501,7,900,1,lava,119
ExtraAnim 27572,1992,0,501,7,900,1,lava,119
ExtraAnim 27753,2118,0,501,7,900,1,lava,119
ExtraAnim 29128,1790,0,498,7,0,1,funnel,116
ExtraAnim 27411,2328,0,499,7,400,1,geyser1,117
ExtraAnim 23519,2620,0,498,7,0,1,funnel,116
ExtraAnim 26278,2730,0,500,7,400,1,geyser2,118
ExtraAnim 28751,2681,0,499,7,400,1,geyser1,117
ExtraAnim 30036,2676,0,501,7,900,1,lava,119
ExtraAnim 30386,2638,0,501,7,900,1,lava,119
ExtraAnim 31470,2893,0,501,7,900,1,lava,119
ExtraAnim 30510,2817,0,501,7,900,1,lava,119
ExtraAnim 22361,2855,0,501,7,900,1,lava,119
ExtraAnim 22425,2828,0,501,7,900,1,lava,119
ExtraAnim 24600,2961,0,498,7,0,1,funnel,116
ExtraAnim 27259,3003,0,498,7,0,1,funnel,116
ExtraAnim 29050,3012,0,497,7,0,1,bonefire,115
ExtraAnim 29428,2910,0,498,7,0,1,funnel,116
ExtraAnim 22009,3458,0,501,7,900,1,lava,119
ExtraAnim 22071,3438,0,501,7,900,1,lava,119
ExtraAnim 26782,3473,0,499,7,400,1,geyser1,117
ExtraAnim 30534,3525,0,498,7,0,1,funnel,116
ExtraAnim 31457,3519,0,501,7,900,1,lava,119
ExtraAnim 26231,4372,0,501,7,900,1,lava,119
ExtraAnim 26414,4428,0,501,7,900,1,lava,119
ExtraAnim 25990,4457,0,501,7,900,1,lava,119
ExtraAnim 31353,4130,0,501,7,900,1,lava,119
ExtraAnim 31452,4286,0,501,7,900,1,lava,119
ExtraAnim 28347,4210,0,500,7,400,1,geyser2,118
ExtraAnim 24956,4376,0,499,7,400,1,geyser1,117
ExtraAnim 22554,4286,0,501,7,900,1,lava,119
ExtraAnim 22704,4720,0,501,7,900,1,lava,119
ExtraAnim 29753,4202,0,497,7,0,1,bonefire,115
ExtraAnim 30933,4990,0,501,7,900,1,lava,119
ExtraAnim 28705,4976,0,498,7,0,1,funnel,116
ExtraAnim 30400,5491,0,501,7,900,1,lava,119
ExtraAnim 29030,5268,0,497,7,0,1,bonefire,115
ExtraAnim 24956,5544,0,501,7,900,1,lava,119
ExtraAnim 28412,5856,0,501,7,900,1,lava,119
ExtraAnim 29084,5878,0,501,7,900,1,lava,119
ExtraAnim 21040,3684,0,498,7,0,1,funnel,116
ExtraAnim 19067,3356,0,500,7,400,1,geyser2,118
ExtraAnim 20519,2276,0,499,7,400,1,geyser1,117
ExtraAnim 19876,837,0,501,7,400,1,lava,119
ExtraAnim 21624,1727,0,501,7,400,1,lava,119
ExtraAnim 21203,2937,0,501,7,400,1,lava,119
ExtraAnim 21506,5594,0,501,7,400,1,lava,119
ExtraAnim 19508,6818,0,501,7,400,1,lava,119
ExtraAnim 18770,6769,0,501,7,400,1,lava,119
ExtraAnim 19312,4167,0,497,7,0,1,bonefire,115
ExtraAnim 15634,1139,0,501,7,400,1,lava,119
ExtraAnim 16293,2120,0,501,7,400,1,lava,119
ExtraAnim 17227,1438,0,501,7,400,1,lava,119
ExtraAnim 18234,575,0,501,7,400,1,lava,119
ExtraAnim 13717,5529,0,500,7,400,1,geyser2,118
ExtraAnim 21414,3889,0,500,7,400,1,geyser2,118
ExtraAnim 19901,1493,0,504,7,0,1,spider3,0
ExtraAnim 16192,2874,0,501,7,400,1,lava,119
ExtraAnim 16588,4565,0,498,7,0,1,funnel,116
ExtraAnim 16703,6844,0,501,7,400,1,lava,119
ExtraAnim 15517,6829,0,504,7,0,1,spider3,0
ExtraAnim 15526,6842,0,502,7,0,1,spider1,0
ExtraAnim 15655,6096,0,502,7,0,1,spider1,0
ExtraAnim 15662,6183,0,504,7,0,1,spider3,0
ExtraAnim 15927,4432,0,504,7,0,1,spider3,0
ExtraAnim 15721,2060,0,504,7,0,1,spider3,0
ExtraAnim 14567,1546,0,504,7,0,1,spider3,0
ExtraAnim 14743,1543,0,503,7,0,1,spider2,0
ExtraAnim 14353,3611,0,501,7,400,1,lava,119
ExtraAnim 14185,6541,0,501,7,400,1,lava,119
ExtraAnim 13599,3686,0,499,7,400,1,geyser1,117
ExtraAnim 13612,3968,0,498,7,0,1,funnel,116
ExtraAnim 11748,2840,0,501,7,400,1,lava,119
ExtraAnim 11737,6487,0,501,7,400,1,lava,119
ExtraAnim 8775,4641,0,501,7,400,1,lava,119
ExtraAnim 8610,4001,0,501,7,400,1,lava,119
ExtraAnim 7269,3445,0,501,7,400,1,lava,119
ExtraAnim 6233,2440,0,501,7,400,1,lava,119
ExtraAnim 1289,3375,0,501,7,400,1,lava,119
ExtraAnim 674,4611,0,501,7,400,1,lava,119
ExtraAnim 1646,6102,0,501,7,400,1,lava,119
ExtraAnim 2960,6903,0,501,7,400,1,lava,119
ExtraAnim 3863,6943,0,501,7,400,1,lava,119
ExtraAnim 3796,8472,0,501,7,400,1,lava,119
ExtraAnim 4475,9857,0,501,7,400,1,lava,119
ExtraAnim 4888,10318,0,501,7,400,1,lava,119
ExtraAnim 17179,15005,0,501,7,400,1,lava,119
ExtraAnim 17135,13642,0,501,7,400,1,lava,119
ExtraAnim 15031,9878,0,499,7,400,1,geyser1,117
ExtraAnim 16324,10318,0,498,7,0,1,funnel,116
ExtraAnim 13481,12385,0,498,7,0,1,funnel,116
ExtraAnim 18780,15809,0,500,7,400,1,geyser2,118
ExtraAnim 14096,929,0,498,7,0,1,funnel,116
ExtraAnim 9957,4254,0,500,7,400,1,geyser2,118
ExtraAnim 8818,3149,0,500,7,400,1,geyser2,118
ExtraAnim 19554,9285,0,500,7,400,1,geyser2,118
ExtraAnim 19529,11100,0,498,7,0,1,funnel,116
ExtraAnim 17603,11613,0,499,7,400,1,geyser1,117
ExtraAnim 20277,17671,0,499,7,400,1,geyser1,117
ExtraAnim 19980,17555,0,498,7,0,1,funnel,116
ExtraAnim 21203,15597,0,498,7,0,1,funnel,116
ExtraAnim 22471,13597,0,499,7,400,1,geyser1,117
ExtraAnim 20717,14225,0,497,7,0,1,bonefire,115
